DZ2011_Name,IZ2011_Name,LA_Name
Old Shettleston and Parkhead North - 02,Old Shettleston and Parkhead North,Glasgow City
Old Shettleston and Parkhead North - 03,Old Shettleston and Parkhead North,Glasgow City
Old Shettleston and Parkhead North - 04,Old Shettleston and Parkhead North,Glasgow City
Old Shettleston and Parkhead North - 05,Old Shettleston and Parkhead North,Glasgow City
Carntyne - 01,Carntyne,Glasgow City
Carntyne - 02,Carntyne,Glasgow City
Carntyne - 03,Carntyne,Glasgow City
Carntyne - 04,Carntyne,Glasgow City
"Cranhill, Lightburn and Queenslie South - 01","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 02","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 03","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 04","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 05","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 06","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 07","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 08","Cranhill, Lightburn and Queenslie South",Glasgow City
"Cranhill, Lightburn and Queenslie South - 09","Cranhill, Lightburn and Queenslie South",Glasgow City
Craigend and Ruchazie - 01,Craigend and Ruchazie,Glasgow City
Craigend and Ruchazie - 02,Craigend and Ruchazie,Glasgow City
Craigend and Ruchazie - 03,Craigend and Ruchazie,Glasgow City
Craigend and Ruchazie - 04,Craigend and Ruchazie,Glasgow City
Craigend and Ruchazie - 05,Craigend and Ruchazie,Glasgow City
Craigend and Ruchazie - 06,Craigend and Ruchazie,Glasgow City
Craigend and Ruchazie - 07,Craigend and Ruchazie,Glasgow City
Riddrie and Hogganfield - 01,Riddrie and Hogganfield,Glasgow City
Riddrie and Hogganfield - 02,Riddrie and Hogganfield,Glasgow City
Riddrie and Hogganfield - 03,Riddrie and Hogganfield,Glasgow City
Riddrie and Hogganfield - 04,Riddrie and Hogganfield,Glasgow City
Riddrie and Hogganfield - 05,Riddrie and Hogganfield,Glasgow City
Riddrie and Hogganfield - 06,Riddrie and Hogganfield,Glasgow City
Riddrie and Hogganfield - 07,Riddrie and Hogganfield,Glasgow City
Blackhill and Barmulloch East - 01,Blackhill and Barmulloch East,Glasgow City
Blackhill and Barmulloch East - 02,Blackhill and Barmulloch East,Glasgow City
Blackhill and Barmulloch East - 03,Blackhill and Barmulloch East,Glasgow City
Blackhill and Barmulloch East - 04,Blackhill and Barmulloch East,Glasgow City
Blackhill and Barmulloch East - 05,Blackhill and Barmulloch East,Glasgow City
Blackhill and Barmulloch East - 06,Blackhill and Barmulloch East,Glasgow City
Blackhill and Barmulloch East - 07,Blackhill and Barmulloch East,Glasgow City
Robroyston and Millerston - 01,Robroyston and Millerston,Glasgow City
Robroyston and Millerston - 02,Robroyston and Millerston,Glasgow City
Robroyston and Millerston - 03,Robroyston and Millerston,Glasgow City
Robroyston and Millerston - 04,Robroyston and Millerston,Glasgow City
Robroyston and Millerston - 05,Robroyston and Millerston,Glasgow City
Robroyston and Millerston - 06,Robroyston and Millerston,Glasgow City
Robroyston and Millerston - 07,Robroyston and Millerston,Glasgow City
Robroyston and Millerston - 08,Robroyston and Millerston,Glasgow City
Balornock - 01,Balornock,Glasgow City
Balornock - 02,Balornock,Glasgow City
Balornock - 03,Balornock,Glasgow City
Balornock - 04,Balornock,Glasgow City
Balornock - 05,Balornock,Glasgow City
Barmulloch - 01,Barmulloch,Glasgow City
Barmulloch - 02,Barmulloch,Glasgow City
Barmulloch - 03,Barmulloch,Glasgow City
Barmulloch - 04,Barmulloch,Glasgow City
Petershill - 01,Petershill,Glasgow City
Petershill - 02,Petershill,Glasgow City
Petershill - 03,Petershill,Glasgow City
Petershill - 04,Petershill,Glasgow City
Petershill - 05,Petershill,Glasgow City
Petershill - 06,Petershill,Glasgow City
Springburn - 01,Springburn,Glasgow City
Springburn - 02,Springburn,Glasgow City
Springburn - 03,Springburn,Glasgow City
Springburn - 04,Springburn,Glasgow City
Springburn - 05,Springburn,Glasgow City
Springburn East and Cowlairs - 01,Springburn East and Cowlairs,Glasgow City
Springburn East and Cowlairs - 02,Springburn East and Cowlairs,Glasgow City
Springburn East and Cowlairs - 03,Springburn East and Cowlairs,Glasgow City
Springburn East and Cowlairs - 04,Springburn East and Cowlairs,Glasgow City
Springburn East and Cowlairs - 05,Springburn East and Cowlairs,Glasgow City
Cowlairs and Port Dundas - 01,Cowlairs and Port Dundas,Glasgow City
Cowlairs and Port Dundas - 02,Cowlairs and Port Dundas,Glasgow City
Cowlairs and Port Dundas - 03,Cowlairs and Port Dundas,Glasgow City
Cowlairs and Port Dundas - 04,Cowlairs and Port Dundas,Glasgow City
Cowlairs and Port Dundas - 05,Cowlairs and Port Dundas,Glasgow City
Cowlairs and Port Dundas - 06,Cowlairs and Port Dundas,Glasgow City
Sighthill - 01,Sighthill,Glasgow City
Sighthill - 02,Sighthill,Glasgow City
Sighthill - 03,Sighthill,Glasgow City
"Roystonhill, Blochairn, and Provanmill - 01","Roystonhill, Blochairn, and Provanmill",Glasgow City
"Roystonhill, Blochairn, and Provanmill - 02","Roystonhill, Blochairn, and Provanmill",Glasgow City
"Roystonhill, Blochairn, and Provanmill - 03","Roystonhill, Blochairn, and Provanmill",Glasgow City
"Roystonhill, Blochairn, and Provanmill - 04","Roystonhill, Blochairn, and Provanmill",Glasgow City
"Roystonhill, Blochairn, and Provanmill - 05","Roystonhill, Blochairn, and Provanmill",Glasgow City
"Roystonhill, Blochairn, and Provanmill - 06","Roystonhill, Blochairn, and Provanmill",Glasgow City
Dennistoun North - 01,Dennistoun North,Glasgow City
Dennistoun North - 02,Dennistoun North,Glasgow City
Dennistoun North - 03,Dennistoun North,Glasgow City
Dennistoun North - 04,Dennistoun North,Glasgow City
Dennistoun North - 05,Dennistoun North,Glasgow City
Alexandra Parade - 01,Alexandra Parade,Glasgow City
Alexandra Parade - 02,Alexandra Parade,Glasgow City
Alexandra Parade - 03,Alexandra Parade,Glasgow City
Carntyne West and Haghill - 01,Carntyne West and Haghill,Glasgow City
Carntyne West and Haghill - 02,Carntyne West and Haghill,Glasgow City
Carntyne West and Haghill - 03,Carntyne West and Haghill,Glasgow City
Carntyne West and Haghill - 04,Carntyne West and Haghill,Glasgow City
Carntyne West and Haghill - 05,Carntyne West and Haghill,Glasgow City
Carntyne West and Haghill - 06,Carntyne West and Haghill,Glasgow City
Dennistoun - 01,Dennistoun,Glasgow City
Dennistoun - 02,Dennistoun,Glasgow City
Dennistoun - 03,Dennistoun,Glasgow City
Dennistoun - 04,Dennistoun,Glasgow City
Dennistoun - 05,Dennistoun,Glasgow City
Dennistoun - 06,Dennistoun,Glasgow City
Gallowgate North and Bellgrove - 01,Gallowgate North and Bellgrove,Glasgow City
Gallowgate North and Bellgrove - 02,Gallowgate North and Bellgrove,Glasgow City
Gallowgate North and Bellgrove - 03,Gallowgate North and Bellgrove,Glasgow City
Gallowgate North and Bellgrove - 04,Gallowgate North and Bellgrove,Glasgow City
Gallowgate North and Bellgrove - 05,Gallowgate North and Bellgrove,Glasgow City
City Centre East - 01,City Centre East,Glasgow City
City Centre East - 02,City Centre East,Glasgow City
City Centre East - 03,City Centre East,Glasgow City
City Centre East - 04,City Centre East,Glasgow City
City Centre East - 05,City Centre East,Glasgow City
City Centre East - 06,City Centre East,Glasgow City
City Centre East - 07,City Centre East,Glasgow City
City Centre West - 01,City Centre West,Glasgow City
City Centre West - 02,City Centre West,Glasgow City
City Centre West - 03,City Centre West,Glasgow City
City Centre West - 04,City Centre West,Glasgow City
City Centre West - 05,City Centre West,Glasgow City
City Centre West - 06,City Centre West,Glasgow City
City Centre South - 01,City Centre South,Glasgow City
City Centre South - 02,City Centre South,Glasgow City
City Centre South - 03,City Centre South,Glasgow City
City Centre South - 04,City Centre South,Glasgow City
Anderston - 01,Anderston,Glasgow City
Anderston - 02,Anderston,Glasgow City
Anderston - 03,Anderston,Glasgow City
Anderston - 04,Anderston,Glasgow City
Anderston - 05,Anderston,Glasgow City
Anderston - 06,Anderston,Glasgow City
Finnieston and Kelvinhaugh - 01,Finnieston and Kelvinhaugh,Glasgow City
Finnieston and Kelvinhaugh - 02,Finnieston and Kelvinhaugh,Glasgow City
Finnieston and Kelvinhaugh - 03,Finnieston and Kelvinhaugh,Glasgow City
Finnieston and Kelvinhaugh - 04,Finnieston and Kelvinhaugh,Glasgow City
Finnieston and Kelvinhaugh - 05,Finnieston and Kelvinhaugh,Glasgow City
Finnieston and Kelvinhaugh - 06,Finnieston and Kelvinhaugh,Glasgow City
Finnieston and Kelvinhaugh - 07,Finnieston and Kelvinhaugh,Glasgow City
Woodlands - 01,Woodlands,Glasgow City
Woodlands - 02,Woodlands,Glasgow City
Woodlands - 03,Woodlands,Glasgow City
Woodlands - 04,Woodlands,Glasgow City
Woodlands - 05,Woodlands,Glasgow City
Woodlands - 06,Woodlands,Glasgow City
Woodlands - 07,Woodlands,Glasgow City
Woodlands - 08,Woodlands,Glasgow City
Woodside - 01,Woodside,Glasgow City
Woodside - 02,Woodside,Glasgow City
Woodside - 03,Woodside,Glasgow City
Woodside - 04,Woodside,Glasgow City
Firhill - 01,Firhill,Glasgow City
Firhill - 02,Firhill,Glasgow City
Firhill - 03,Firhill,Glasgow City
Firhill - 04,Firhill,Glasgow City
Firhill - 05,Firhill,Glasgow City
Firhill - 06,Firhill,Glasgow City
Firhill - 07,Firhill,Glasgow City
Firhill - 08,Firhill,Glasgow City
Keppochhill - 01,Keppochhill,Glasgow City
Keppochhill - 02,Keppochhill,Glasgow City
Keppochhill - 03,Keppochhill,Glasgow City
Keppochhill - 04,Keppochhill,Glasgow City
Keppochhill - 05,Keppochhill,Glasgow City
Keppochhill - 06,Keppochhill,Glasgow City
Ruchill - 01,Ruchill,Glasgow City
Ruchill - 02,Ruchill,Glasgow City
Ruchill - 03,Ruchill,Glasgow City
Ruchill - 04,Ruchill,Glasgow City
Ruchill - 05,Ruchill,Glasgow City
Ruchill - 06,Ruchill,Glasgow City
Ruchill - 07,Ruchill,Glasgow City
Ruchill - 08,Ruchill,Glasgow City
Possil Park - 01,Possil Park,Glasgow City
Possil Park - 02,Possil Park,Glasgow City
Possil Park - 03,Possil Park,Glasgow City
Possil Park - 04,Possil Park,Glasgow City
Possil Park - 05,Possil Park,Glasgow City
Possil Park - 06,Possil Park,Glasgow City
Possil Park - 07,Possil Park,Glasgow City
Milton West - 01,Milton West,Glasgow City
Milton West - 02,Milton West,Glasgow City
Milton West - 03,Milton West,Glasgow City
Milton West - 04,Milton West,Glasgow City
Milton West - 05,Milton West,Glasgow City
Milton East - 01,Milton East,Glasgow City
Milton East - 02,Milton East,Glasgow City
Milton East - 03,Milton East,Glasgow City
Milton East - 04,Milton East,Glasgow City
Milton East - 05,Milton East,Glasgow City
Summerston Central and West - 01,Summerston Central and West,Glasgow City
Summerston Central and West - 02,Summerston Central and West,Glasgow City
Summerston Central and West - 03,Summerston Central and West,Glasgow City
Summerston Central and West - 04,Summerston Central and West,Glasgow City
Summerston Central and West - 05,Summerston Central and West,Glasgow City
Summerston Central and West - 06,Summerston Central and West,Glasgow City
Summerston North - 01,Summerston North,Glasgow City
Summerston North - 02,Summerston North,Glasgow City
Summerston North - 03,Summerston North,Glasgow City
Summerston North - 04,Summerston North,Glasgow City
Maryhill East - 01,Maryhill East,Glasgow City
Maryhill East - 02,Maryhill East,Glasgow City
Maryhill East - 03,Maryhill East,Glasgow City
Maryhill East - 04,Maryhill East,Glasgow City
Maryhill West - 01,Maryhill West,Glasgow City
Maryhill West - 02,Maryhill West,Glasgow City
Maryhill West - 03,Maryhill West,Glasgow City
Maryhill West - 04,Maryhill West,Glasgow City
Wyndford - 01,Wyndford,Glasgow City
Wyndford - 02,Wyndford,Glasgow City
Wyndford - 03,Wyndford,Glasgow City
Wyndford - 04,Wyndford,Glasgow City
Wyndford - 05,Wyndford,Glasgow City
Kelvindale - 01,Kelvindale,Glasgow City
Kelvindale - 02,Kelvindale,Glasgow City
Kelvindale - 03,Kelvindale,Glasgow City
Kelvindale - 04,Kelvindale,Glasgow City
Kelvindale - 05,Kelvindale,Glasgow City
Kelvindale - 06,Kelvindale,Glasgow City
North Kelvin - 01,North Kelvin,Glasgow City
North Kelvin - 02,North Kelvin,Glasgow City
North Kelvin - 03,North Kelvin,Glasgow City
North Kelvin - 04,North Kelvin,Glasgow City
North Kelvin - 05,North Kelvin,Glasgow City
Kelvingrove and University - 01,Kelvingrove and University,Glasgow City
Kelvingrove and University - 02,Kelvingrove and University,Glasgow City
Kelvingrove and University - 03,Kelvingrove and University,Glasgow City
Kelvingrove and University - 04,Kelvingrove and University,Glasgow City
Kelvingrove and University - 05,Kelvingrove and University,Glasgow City
Kelvingrove and University - 06,Kelvingrove and University,Glasgow City
Kelvingrove and University - 07,Kelvingrove and University,Glasgow City
Hillhead - 01,Hillhead,Glasgow City
Hillhead - 02,Hillhead,Glasgow City
Hillhead - 03,Hillhead,Glasgow City
Hillhead - 04,Hillhead,Glasgow City
Hillhead - 05,Hillhead,Glasgow City
Hillhead - 06,Hillhead,Glasgow City
Hillhead - 07,Hillhead,Glasgow City
Glasgow Harbour and Partick South - 01,Glasgow Harbour and Partick South,Glasgow City
Glasgow Harbour and Partick South - 02,Glasgow Harbour and Partick South,Glasgow City
Glasgow Harbour and Partick South - 03,Glasgow Harbour and Partick South,Glasgow City
Glasgow Harbour and Partick South - 04,Glasgow Harbour and Partick South,Glasgow City
Glasgow Harbour and Partick South - 05,Glasgow Harbour and Partick South,Glasgow City
Partick - 01,Partick,Glasgow City
Partick - 02,Partick,Glasgow City
Partick - 03,Partick,Glasgow City
Partick - 04,Partick,Glasgow City
Partickhill and Hyndland - 01,Partickhill and Hyndland,Glasgow City
Partickhill and Hyndland - 02,Partickhill and Hyndland,Glasgow City
Partickhill and Hyndland - 03,Partickhill and Hyndland,Glasgow City
Partickhill and Hyndland - 04,Partickhill and Hyndland,Glasgow City
Partickhill and Hyndland - 05,Partickhill and Hyndland,Glasgow City
Partickhill and Hyndland - 06,Partickhill and Hyndland,Glasgow City
Dowanhill - 01,Dowanhill,Glasgow City
Dowanhill - 02,Dowanhill,Glasgow City
Dowanhill - 03,Dowanhill,Glasgow City
Dowanhill - 04,Dowanhill,Glasgow City
Dowanhill - 05,Dowanhill,Glasgow City
Kelvinside and Jordanhill - 01,Kelvinside and Jordanhill,Glasgow City
Kelvinside and Jordanhill - 02,Kelvinside and Jordanhill,Glasgow City
Kelvinside and Jordanhill - 03,Kelvinside and Jordanhill,Glasgow City
Kelvinside and Jordanhill - 04,Kelvinside and Jordanhill,Glasgow City
Kelvinside and Jordanhill - 05,Kelvinside and Jordanhill,Glasgow City
Kelvinside and Jordanhill - 06,Kelvinside and Jordanhill,Glasgow City
Kelvinside and Jordanhill - 07,Kelvinside and Jordanhill,Glasgow City
Broomhill - 01,Broomhill,Glasgow City
Broomhill - 02,Broomhill,Glasgow City
Broomhill - 03,Broomhill,Glasgow City
Broomhill - 04,Broomhill,Glasgow City
Broomhill - 05,Broomhill,Glasgow City
Victoria Park - 01,Victoria Park,Glasgow City
Victoria Park - 02,Victoria Park,Glasgow City
Victoria Park - 03,Victoria Park,Glasgow City
Whiteinch - 01,Whiteinch,Glasgow City
Whiteinch - 02,Whiteinch,Glasgow City
Whiteinch - 03,Whiteinch,Glasgow City
Whiteinch - 04,Whiteinch,Glasgow City
Scotstoun North and East - 01,Scotstoun North and East,Glasgow City
Scotstoun North and East - 02,Scotstoun North and East,Glasgow City
Scotstoun North and East - 03,Scotstoun North and East,Glasgow City
Scotstoun North and East - 04,Scotstoun North and East,Glasgow City
Scotstoun North and East - 05,Scotstoun North and East,Glasgow City
Scotstoun South and West - 01,Scotstoun South and West,Glasgow City
Scotstoun South and West - 02,Scotstoun South and West,Glasgow City
Scotstoun South and West - 03,Scotstoun South and West,Glasgow City
Scotstoun South and West - 04,Scotstoun South and West,Glasgow City
Scotstoun South and West - 05,Scotstoun South and West,Glasgow City
Yoker South - 01,Yoker South,Glasgow City
Yoker South - 02,Yoker South,Glasgow City
Yoker South - 03,Yoker South,Glasgow City
Yoker South - 04,Yoker South,Glasgow City
Yoker South - 05,Yoker South,Glasgow City
Yoker South - 06,Yoker South,Glasgow City
Yoker North - 01,Yoker North,Glasgow City
Yoker North - 02,Yoker North,Glasgow City
Yoker North - 03,Yoker North,Glasgow City
Yoker North - 04,Yoker North,Glasgow City
Knightswood West - 01,Knightswood West,Glasgow City
Knightswood West - 02,Knightswood West,Glasgow City
Knightswood West - 03,Knightswood West,Glasgow City
Knightswood East - 01,Knightswood East,Glasgow City
Knightswood East - 02,Knightswood East,Glasgow City
Knightswood East - 03,Knightswood East,Glasgow City
Knightswood East - 04,Knightswood East,Glasgow City
Knightswood East - 05,Knightswood East,Glasgow City
Knightswood Park West - 01,Knightswood Park West,Glasgow City
Knightswood Park West - 02,Knightswood Park West,Glasgow City
Knightswood Park West - 03,Knightswood Park West,Glasgow City
Knightswood Park West - 04,Knightswood Park West,Glasgow City
Knightswood Park West - 05,Knightswood Park West,Glasgow City
Knightswood Park East - 01,Knightswood Park East,Glasgow City
Knightswood Park East - 02,Knightswood Park East,Glasgow City
Knightswood Park East - 03,Knightswood Park East,Glasgow City
Knightswood Park East - 04,Knightswood Park East,Glasgow City
Knightswood Park East - 05,Knightswood Park East,Glasgow City
Anniesland East - 01,Anniesland East,Glasgow City
Anniesland East - 02,Anniesland East,Glasgow City
Anniesland East - 03,Anniesland East,Glasgow City
Anniesland East - 04,Anniesland East,Glasgow City
Anniesland East - 05,Anniesland East,Glasgow City
Anniesland West - 01,Anniesland West,Glasgow City
Anniesland West - 02,Anniesland West,Glasgow City
